Age_Group,Income_Level,Credit_Score_Range,Employment_Status,Marital_Status,Dependents,Health_Condition,Fitness_Activity,Shopping_Habits,Travel_Habits,Loan_Status
51+,Income_High,Credit_Good,Employ_Self-Employed,Marital_Married,1-2,Health_Chronic,Fitness_High,Shopping_Balanced,Travel_Frequently,Loan_Denied
26-35,Income_Medium,Credit_Poor,Employ_Retired,Marital_Married,Dependents_3+,Health_Healthy,Fitness_Low,Shopping_Balanced,Travel_Rarely,Loan_Granted
18-25,Income_Medium,Credit_Excellent,Employ_Self-Employed,Marital_Single,Dependents_None,Health_Chronic,Fitness_Moderate,Shopping_Frugal,Travel_Occasionally,Loan_Denied
26-35,Income_High,Credit_Excellent,Employ_Self-Employed,Marital_Married,Dependents_None,Health_Healthy,Fitness_High,Shopping_Frugal,Travel_Rarely,Loan_Granted
51+,Income_High,Credit_Poor,Employ_Retired,Marital_Divorced,Dependents_None,Health_Acute,Fitness_Low,Shopping_Luxury,Travel_Frequently,Loan_Granted
51+,Income_High,Credit_Average,Employ_Employed,Marital_Married,1-2,Health_Healthy,Fitness_Low,Shopping_Frugal,Travel_Rarely,Loan_Granted
51+,Income_Low,Credit_Average,Employ_Retired,Marital_Married,Dependents_3+,Health_Acute,Fitness_High,Shopping_Balanced,Travel_Occasionally,Loan_Denied
36-50,Income_Medium,Credit_Poor,Employ_Unemployed,Marital_Single,Dependents_None,Health_Healthy,Fitness_High,Shopping_Frugal,Travel_Frequently,Loan_Granted
26-35,Income_Low,Credit_Excellent,Employ_Retired,Marital_Widowed,Dependents_3+,Health_Acute,Fitness_Moderate,Shopping_Luxury,Travel_Frequently,Loan_Denied
26-35,Income_Medium,Credit_Average,Employ_Unemployed,Marital_Single,Dependents_3+,Health_Chronic,Fitness_Low,Shopping_Luxury,Travel_Rarely,Loan_Denied
18-25,Income_Low,Credit_Excellent,Employ_Self-Employed,Marital_Single,Dependents_3+,Health_Chronic,Fitness_Moderate,Shopping_Balanced,Travel_Frequently,Loan_Denied
51+,Income_Low,Credit_Poor,Employ_Unemployed,Marital_Widowed,Dependents_None,Health_Chronic,Fitness_Low,Shopping_Frugal,Travel_Rarely,Loan_Denied
36-50,Income_Low,Credit_Average,Employ_Unemployed,Marital_Married,Dependents_3+,Health_Healthy,Fitness_Low,Shopping_Frugal,Travel_Frequently,Loan_Granted
36-50,Income_Low,Credit_Average,Employ_Employed,Marital_Married,1-2,Health_Healthy,Fitness_High,Shopping_Luxury,Travel_Rarely,Loan_Denied
18-25,Income_Low,Credit_Good,Employ_Employed,Marital_Divorced,Dependents_None,Health_Chronic,Fitness_Moderate,Shopping_Balanced,Travel_Frequently,Loan_Granted
